0,ins,ALNS++,bks,WFI,bks,LOG-UFPB,bks,Vavavuma!,bks,HustSmart,bks,Alkaid-X,bks,WouterCo,bks,minpi,mbks
41,RC101,0.168154991,1619.8,0.005101795,1619.8,0.015616232,1619.8,0.911962772,1634.2,0.364429911,1619.8,0.00091566,1619.8,0.000697551,1619.8,0.000697551,1619.8
28,R111,0.182002907,1048.7,0.002336828,1048.7,0.001357845,1048.7,0.01862514,1048.7,0.001512529,1048.7,0.001465416,1048.7,0.000709206,1048.7,0.000709206,1048.7
302,C1_10_5,0.039258795,42434.8,0.012910507,42434.8,0.004669499,42434.8,0.006037445,42434.8,0.002593903,42434.8,0.010670449,42434.8,0.000744889,42434.8,0.000744889,42434.8
298,C1_10_1,0.036436588,42444.9,0.029847685,42444.8,0.009918085,42444.8,0.004823837,42444.8,0.002726946,42444.8,0.007135145,42444.8,0.000769253,42444.8,0.000769253,42444.8
60,C1_2_3,0.435252882,2675.8,0.008121909,2675.9,0.000709505,2675.8,0.000604066,2675.8,0.000527314,2675.8,0.001901767,2675.8,0.0007712,2675.8,0.000527314,2675.8
44,RC104,0.186259918,1132.3,0.002427988,1132.3,0.001674994,1132.3,0.005155412,1132.3,0.001362589,1132.3,0.000413188,1132.3,0.000771782,1132.3,0.000413188,1132.3
21,R104,0.730389121,976,0.009156571,971.5,0.00585145,971.5,0.001073057,971.5,0.004849348,971.5,0.001171459,971.5,0.000782856,971.5,0.000782856,971.5
48,RC108,0.142165277,1114.2,0.035455872,1114.2,0.004392931,1114.2,0.141997708,1114.2,0.057891602,1114.2,0.000606653,1114.2,0.000809044,1114.2,0.000606653,1114.2
52,RC204,0.143389258,783.5,0.000903733,783.5,0.005136074,783.5,0.002344597,783.5,0.001287123,783.5,0.001943696,783.5,0.000888488,783.5,0.000888488,783.5
37,R208,0.298402512,701,0.00216887,701,0.216487542,702.5,0.000804739,701,0.007326597,701,0.001920875,701,0.000923221,701,0.000804739,701
242,C1_8_5,0.073626594,25138.6,0.01991576,25138.6,0.007918574,25138.6,0.006136869,25138.6,0.002674402,25138.6,0.010685342,25138.6,0.000945614,25138.6,0.000945614,25138.6
42,RC102,0.476896353,1457.4,0.004947855,1457.4,0.00943025,1457.4,0.244599504,1457.4,0.008206024,1457.4,0.000494967,1457.4,0.001072514,1457.4,0.000494967,1457.4
26,R109,0.142521234,1146.9,0.002990532,1146.9,0.000811546,1146.9,0.002912893,1146.9,0.004767599,1146.9,0.000531123,1146.9,0.001099689,1146.9,0.000531123,1146.9
76,C2_2_9,0.454962339,1820,0.00774142,1815,0.002182397,1815,0.005401579,1815,0.003145644,1815,0.001971224,1815,0.001115145,1815,0.001115145,1815
51,RC203,0.190924228,923.8,0.017774425,923.8,1.160130611,934.4,0.001287505,923.7,0.012185395,923.7,0.003468322,923.7,0.00115536,923.7,0.00115536,923.7
55,RC207,0.538805659,966.6,0.028779122,962.9,0.000521026,962.9,0.002967971,962.9,0.005557636,962.9,0.001219547,962.9,0.001157336,962.9,0.000521026,962.9
61,C1_2_4,0.194975171,2625.6,0.011771136,2625.6,0.002486095,2625.6,0.035800412,2625.6,0.002542392,2625.6,0.00305238,2625.6,0.001169723,2625.6,0.001169723,2625.6
54,RC206,1.756709418,1064.3,0.007733745,1051.1,0.00361512,1051.1,0.030638265,1051.1,0.017608012,1051.1,0.001410609,1051.1,0.001211513,1051.1,0.001211513,1051.1
24,R107,0.451669051,1064.6,0.004404295,1064.6,0.000852274,1064.6,0.127796951,1064.6,0.004054829,1064.6,0.00089551,1064.6,0.001213524,1064.6,0.000852274,1064.6
53,RC205,0.282810899,1154,0.002276175,1154,0.32090285,1157.7,0.001507794,1154,0.002252932,1154,0.000837777,1154,0.001247309,1154,0.000837777,1154
178,C1_6_1,0.070623002,14076.6,0.020931818,14076.6,0.003523123,14076.6,0.002313889,14076.6,0.001075283,14076.6,0.006314921,14076.6,0.001282066,14076.6,0.001075283,14076.6
27,R110,0.476754781,1068,0.003500229,1068,0.004698039,1068,0.010537308,1068,0.01149625,1068,0.001080993,1068,0.00129703,1068,0.001080993,1068
49,RC201,0.301338043,1261.8,0.002373226,1261.8,0.048964821,1262.4,0.00402397,1261.8,0.026182808,1261.8,0.002200513,1261.8,0.001326714,1261.8,0.001326714,1261.8
32,R203,0.14413894,870.8,0.013493605,870.8,0.000712011,870.8,0.00852555,870.8,0.012988666,870.8,0.000658115,870.8,0.001342639,870.8,0.000658115,870.8
36,R207,0.162430619,794,0.004510104,794,0.000734061,794,0.028089393,794,0.00802402,794,0.005392961,794,0.001367275,794,0.000734061,794
66,C1_2_9,0.69544953,2639.6,0.002268229,2639.6,0.001826285,2639.6,0.013063606,2639.6,0.001453422,2639.6,0.001227612,2639.6,0.001396988,2639.6,0.001227612,2639.6
67,C2_2_10,0.619667799,1791.2,0.007994732,1791.2,0.002457261,1791.2,0.001775279,1791.2,0.003100443,1791.2,0.005976219,1791.2,0.001399516,1791.2,0.001399516,1791.2
33,R204,0.299866917,731.3,0.00210502,731.3,0.073639964,731.8,0.000957774,731.3,0.008533865,731.3,0.001042304,731.3,0.001399574,731.3,0.000957774,731.3
75,C2_2_8,0.321064719,1813.7,0.008322353,1813.7,0.027714464,1813.7,0.232861043,1817.9,0.011825825,1813.7,0.001822827,1813.7,0.001424288,1813.7,0.001424288,1813.7
25,R108,0.921345633,936.7,0.007575171,932.1,0.0185794,932.1,0.87632031,938.8,0.022979036,932.1,0.000688842,932.1,0.001478186,932.1,0.000688842,932.1
50,RC202,0.240336354,1092.3,0.003910806,1092.3,0.005396174,1092.3,0.020335343,1092.3,0.114009709,1092.3,0.001141134,1092.3,0.001498578,1092.3,0.001141134,1092.3
56,RC208,0.99544532,782.8,0.003256183,776.1,0.453318869,779.6,0.081756002,776.1,0.008441235,776.1,0.007765964,776.1,0.001501911,776.1,0.001501911,776.1
73,C2_2_6,0.211372249,1844.8,0.003042241,1844.8,0.009848065,1844.8,0.001194158,1844.8,0.000789518,1844.8,0.001541606,1844.8,0.00157891,1844.8,0.000789518,1844.8
72,C2_2_5,0.145804476,1869.6,0.00563394,1869.6,0.008510538,1869.6,0.016675179,1869.6,0.001736327,1869.6,0.005347643,1869.6,0.001593677,1869.6,0.001593677,1869.6
20,R103,0.607908125,1208.7,0.003101855,1208.7,0.000627268,1208.7,0.001325122,1208.7,0.002709567,1208.7,0.000317956,1208.7,0.001647166,1208.7,0.000317956,1208.7
40,R211,0.862068307,751.7,0.003158166,746.7,0.681971778,751.7,0.802868537,751.7,0.015132572,746.7,0.194811588,746.7,0.001666993,746.7,0.001666993,746.7
34,R205,0.441175713,949.9,0.002811725,949.8,0.163070753,951.3,0.248010889,951.3,0.004348052,949.8,0.001527777,949.8,0.001675389,949.8,0.001527777,949.8
38,R209,1.056328286,861.6,0.00590972,854.8,0.002388442,854.8,0.000756738,854.8,0.001120041,854.8,0.001000256,854.8,0.001771932,854.8,0.000756738,854.8
19,R102,0.602839726,1466.6,0.000594038,1466.6,0.000191299,1466.6,0.000814207,1466.6,0.000256869,1466.6,0.000120767,1466.6,0.001893741,1466.6,0.000120767,1466.6
30,R201,0.217173776,1143.2,0.016624496,1143.2,0.000683364,1143.2,0.000861734,1143.2,0.034084028,1143.2,0.00074672,1143.2,0.001920496,1143.2,0.000683364,1143.2
45,RC105,0.290679621,1513.7,0.002019172,1513.7,0.00322778,1513.7,0.00579539,1513.7,0.0021032,1513.7,0.000336762,1513.7,0.001927034,1513.7,0.000336762,1513.7
57,C1_2_10,0.237129571,2627.2,0.001992261,2624.7,0.054043028,2626,0.048518584,2624.7,0.025817899,2624.7,0.002484596,2624.7,0.002025453,2624.7,0.001992261,2624.7
303,C1_10_6,0.040455303,42437,0.025245169,42437.1,0.012276122,42437,0.00630605,42437,0.002765959,42437,0.010453348,42437,0.00218072,42437,0.00218072,42437
39,R210,0.230554053,900.9,0.001384138,900.5,0.049855744,900.8,0.834047742,908,0.043477892,900.5,0.006586381,900.5,0.002303841,900.5,0.001384138,900.5
47,RC107,0.343803335,1209.3,0.005185104,1207.8,0.002136789,1207.8,0.031558269,1207.8,0.001979953,1207.8,0.000528931,1207.8,0.002358887,1207.8,0.000528931,1207.8
35,R206,0.687749084,880.6,0.090100962,875.9,0.005475963,875.9,0.000640943,875.9,0.013168375,875.9,0.001954538,875.9,0.002436551,875.9,0.000640943,875.9
70,C2_2_3,0.859121265,1767.7,0.012809937,1763.4,0.992892414,1780.6,0.004951805,1763.4,0.009370224,1763.4,0.017139315,1763.4,0.002514631,1763.4,0.002514631,1763.4
69,C2_2_2,0.582212428,1851.4,0.003970121,1851.4,0.162657579,1851.4,0.003578976,1851.4,0.00095004,1851.4,0.002191869,1851.4,0.00269571,1851.4,0.00095004,1851.4
31,R202,0.282833216,1030.6,0.023141693,1029.6,0.002284399,1029.6,0.001013212,1029.6,0.009032339,1029.6,0.001139669,1029.6,0.002945673,1029.6,0.001013212,1029.6
46,RC106,0.326126191,1372.7,0.066990107,1373.5,0.059987181,1373.5,0.292126588,1373.5,0.013658267,1372.7,0.000810594,1372.7,0.002962895,1372.7,0.000810594,1372.7
43,RC103,0.203092908,1258,0.017297266,1258,0.007808174,1258,0.288926475,1258,0.015081377,1258,0.00169637,1258,0.002973715,1258,0.00169637,1258
183,C1_6_6,0.074708639,14070.9,0.012526255,14070.9,0.002029865,14070.9,0.003091436,14070.9,0.002667534,14070.9,0.007774023,14070.9,0.003230055,14070.9,0.002029865,14070.9
243,C1_8_6,0.076788758,25133.3,0.006033795,25133.3,0.011190078,25133.3,0.006384566,25133.3,0.002921025,25133.3,0.011921806,25133.3,0.003358978,25133.3,0.002921025,25133.3
18,R101,0.600461761,1637.7,0.003968448,1637.7,0.000301124,1637.7,0.000429908,1637.7,0.000444939,1637.7,0.000106347,1637.7,0.003546349,1637.7,0.000106347,1637.7
112,RC2_2_5,0.304422522,2491.4,0.013355693,2491.4,0.140846271,2493.5,0.170266206,2493.5,0.011037367,2491.4,0.015439042,2491.4,0.003792145,2491.4,0.003792145,2491.4
98,RC1_2_1,0.300135444,3521,0.148019388,3521.4,0.030740501,3516.9,0.234634749,3521.4,0.015956494,3516.9,0.002085341,3516.9,0.003808423,3516.9,0.002085341,3516.9
104,RC1_2_7,0.156905099,3177.9,0.07257183,3177.8,0.027607175,3177.8,0.017343912,3177.8,0.032008432,3177.8,0.004437675,3177.8,0.00392563,3177.8,0.00392563,3177.8
125,C1_4_8,0.301129658,7083,0.008380331,7083,0.341093678,7107,0.340609602,7107,0.006526349,7083,0.002384232,7083,0.004892994,7083,0.002384232,7083
94,R2_2_7,0.155345342,2304.7,0.033416783,2304.7,0.082679546,2304.7,0.005151161,2304.7,0.06809136,2304.7,0.006503172,2304.7,0.004979995,2304.7,0.004979995,2304.7
107,RC2_2_10,0.304661716,1992.4,0.085309077,1989.3,0.075836862,1990.2,0.11651623,1990.2,0.096620617,1990.2,0.018939954,1989.2,0.00505669,1989.2,0.00505669,1989.2
84,R1_2_7,0.316320542,3145.8,0.117791937,3144.1,0.532671317,3158.4,0.179137916,3141.9,0.09759707,3144.1,0.046743918,3141.9,0.005124695,3141.9,0.005124695,3141.9
82,R1_2_5,0.175569842,4053.3,0.036379887,4053.3,0.061137022,4055.5,0.071758389,4055.5,0.01505853,4053.2,0.064682694,4055.7,0.005368558,4053.2,0.005368558,4053.2
308,C2_10_1,0.155466487,16841.1,0.324730691,16844,0.936858107,16976.6,0.832839955,16976.6,0.030283309,16841.1,0.019324547,16841.1,0.005470452,16841.1,0.005470452,16841.1
108,RC2_2_1,0.203179272,2799,0.068989482,2799,0.183366252,2802.1,0.133387409,2799,0.014289432,2797.4,0.059688886,2799,0.005542669,2797.4,0.005542669,2797.4
91,R2_2_4,0.903049453,1943.3,0.095507533,1928.5,0.587650081,1939.2,0.071938739,1928.5,0.069805501,1928.5,0.024782188,1928.5,0.005802444,1928.5,0.005802444,1928.5
99,RC1_2_2,0.300397824,3226.5,0.140834533,3221.6,0.063026729,3221.6,0.033658594,3221.6,0.093282874,3221.6,0.009703708,3221.6,0.005872477,3221.6,0.005872477,3221.6
120,C1_4_3,0.288331893,6932.7,0.042406538,6931.7,0.093757371,6932.7,0.771333206,6966.6,0.008301754,6929.9,0.012695242,6929.9,0.00593528,6929.9,0.00593528,6929.9
133,C2_4_6,0.084357613,3860.2,0.010473549,3860.1,0.019191994,3860.1,0.024814375,3860.1,0.002589627,3860.1,0.005469032,3860.1,0.005982325,3860.1,0.002589627,3860.1
64,C1_2_7,0.487526885,2694.9,0.006055556,2694.9,0.000358868,2694.9,0.000563173,2694.9,0.001015926,2694.9,0.000506981,2694.9,0.006248148,2694.9,0.000358868,2694.9
109,RC2_2_2,0.253748931,2482.1,0.018352248,2481.7,0.107664853,2481.6,0.006938836,2481.6,0.028298659,2481.6,0.004141224,2481.6,0.006337038,2481.6,0.004141224,2481.6
88,R2_2_1,0.407905966,3470.2,0.482194292,3478.8,0.006738623,3468,0.017542256,3468,0.191501443,3468,0.008653034,3468,0.006338557,3468,0.006338557,3468
124,C1_4_7,0.216684605,7136.2,0.010596903,7136.2,0.001360001,7136.2,0.001183131,7136.2,0.000492729,7136.2,0.00151679,7136.2,0.006423561,7136.2,0.000492729,7136.2
115,RC2_2_8,0.17058525,2151.2,0.019047739,2151.2,0.02071151,2151.2,0.240608827,2156.3,0.015586268,2151.2,0.027130218,2151.2,0.006442241,2151.2,0.006442241,2151.2
90,R2_2_3,2.453018513,2596.6,0.047758879,2537.5,0.080992231,2537.5,0.002265435,2537.5,0.119873575,2537.5,0.00454031,2537.5,0.006475562,2537.5,0.002265435,2537.5
71,C2_2_4,0.871387289,1706.4,0.219498338,1695,0.71406963,1706.7,0.007025572,1695,0.026601141,1695,0.087404736,1695.9,0.006498922,1695,0.006498922,1695
114,RC2_2_7,1.250772083,2312.8,0.022187959,2287.7,0.023711923,2287.7,0.177126668,2287.7,0.050751909,2287.7,0.054127082,2287.7,0.006564164,2287.7,0.006564164,2287.7
85,R1_2_8,0.570723193,2950.8,0.572699897,2950.9,0.264971604,2945,0.716019299,2958.8,0.249861324,2944.8,0.19892289,2938.4,0.006591956,2938.4,0.006591956,2938.4
87,R2_2_10,1.087549638,2563.8,0.238895983,2553,0.015334833,2549.4,0.124069597,2549.4,0.062573427,2549.4,0.010838311,2549.4,0.00689597,2549.4,0.00689597,2549.4
100,RC1_2_3,0.190123556,3001.8,0.163364048,3001.8,0.505315037,3015.8,0.504550839,3016,0.433691593,3008.4,0.167666308,3001.4,0.006971964,3001.4,0.006971964,3001.4
103,RC1_2_6,0.506898672,3312.3,0.012168088,3300.7,0.22326084,3307.7,0.249316584,3307.7,0.307624498,3310.5,0.167066499,3304.2,0.007152741,3300.7,0.007152741,3300.7
102,RC1_2_5,0.197902663,3326.9,0.0443317,3326.3,0.037980483,3326.3,0.169869926,3327.5,0.086457627,3327.5,0.010304436,3325.6,0.007237855,3325.6,0.007237855,3325.6
116,RC2_2_9,0.331729653,2086.6,0.029827478,2086.6,0.279392231,2091.1,0.22968223,2091.1,0.018229644,2086.6,0.148584168,2086.6,0.00743628,2086.6,0.00743628,2086.6
164,RC1_4_7,1.078984589,8013.3,1.539365919,8035.9,0.536743734,7948.5,0.550796681,7964.2,0.553433991,7965.2,0.672842104,7952.9,0.007569575,7932.5,0.007569575,7932.5
128,C2_4_1,0.071256927,4100.3,0.039250753,4100.3,0.020072859,4100.3,0.007042443,4100.3,0.012539076,4100.3,0.001713765,4100.3,0.007659306,4100.3,0.001713765,4100.3
79,R1_2_2,0.41645994,3921.6,0.165562714,3921.6,0.446686444,3937.1,0.671272943,3937.1,0.022059529,3919.9,0.018919602,3919.9,0.007766137,3919.9,0.007766137,3919.9
95,R2_2_8,0.204397523,1842.4,0.04305857,1842.4,0.241889095,1844.7,0.039662062,1842.4,0.02808511,1842.4,0.024442478,1842.4,0.007945712,1842.4,0.007945712,1842.4
93,R2_2_6,0.726577393,2689.2,0.090774967,2675.4,0.08946955,2675.5,0.005962892,2675.4,0.116665672,2675.5,0.025347852,2675.4,0.008066036,2675.4,0.005962892,2675.4
129,C2_4_2,0.145100282,3914.1,0.022485023,3914.1,0.330021805,3914.1,0.113467628,3914.1,0.007812292,3914.1,0.003477579,3914.1,0.008454368,3914.1,0.003477579,3914.1
89,R2_2_2,0.536087677,3018.2,0.146903787,3010.9,0.015939206,3008.2,0.002387794,3008.2,0.135460418,3008.2,0.005275292,3008.2,0.008463761,3008.2,0.002387794,3008.2
113,RC2_2_6,0.338940016,2496.4,0.060509375,2496.4,0.124716407,2497.6,0.00195694,2495.1,0.034938348,2495.1,0.063002371,2496.4,0.009130968,2495.1,0.00195694,2495.1
